#Supplementary Table S2. Response of gene expression 48hr after induction of transcription factors in mouse ES cells
#All gene expression changes here are significant (FDR<=0.05 and fold change>1.5).
#Logratio is for average of Cy3/Cy5 (or Dox- vs Dox+ )
#Fold Change is logratio converted (i.e., 10**(logratio))

Transcription factor	Gene_symbol	Logratio(log10)	Fold change
Foxa1	BC049807	-0.395	0.4027
Foxg1	BC049807	0.2064	1.608
Gadd45a	BC049807	0.1873	1.539
Gata2	BC049807	0.3227	2.102
Gata3	BC049807	0.2861	1.932
Klf3	BC049807	-0.192	0.6426
Klf4	BC049807	-0.1791	0.662
Sox11	BC049807	-0.1826	0.6567
Sox9	BC049807	-0.2987	0.5026
Esx1	BC050078	0.1824	1.521
Foxg1	BC050078	0.1837	1.526
Gata2	BC050078	-0.2379	0.5782
Gata3	BC050078	-0.2205	0.6018
Sox9	BC050078	0.2347	1.716
Dmrt1	BC050196	0.2286	1.692
Esx1	BC050196	0.3354	2.164
Gbx2	BC050196	0.2243	1.676
Hnf4a	BC050196	-0.2194	0.6033
Myod1	BC050196	0.1965	1.572
Sox11	BC050196	-0.2049	0.6238
Zscan4c	BC050196	0.183	1.524
Dmrt1	BC050210	-0.2562	0.5543
Myc	BC050210	0.1978	1.576
Mycn	BC050210	0.2009	1.588
Nr2f2	BC050210	-0.1977	0.6343
Pou5f1	BC050210	-0.1881	0.6484
Tcf3	BC050210	-0.3221	0.4763
Bcl6	BC050254	0.2177	1.65
Cdx2	BC050254	0.2005	1.586
Tcf3	BC050254	0.2183	1.653
Cdx2	BC050777	-0.2564	0.5541
Eomes	BC050777	-0.2547	0.5562
Gata3	BC050777	-0.1873	0.6496
Irf2	BC050777	-0.292	0.5105
Msc	BC050777	0.2456	1.76
Nr5a2	BC050777	0.2464	1.763
Gata2	BC051019	0.3783	2.389
Ascl1	BC051142	0.4869	3.068
Cdx2	BC051142	0.8464	7.021
Dlx3	BC051142	0.485	3.054
Dmrt1	BC051142	0.3765	2.379
Esx1	BC051142	0.4789	3.012
Klf4	BC051142	0.4387	2.745
Myod1	BC051142	0.8234	6.658
Nkx2-5	BC051142	0.3136	2.058
Sox2	BC051142	0.4491	2.812
Sox9	BC051142	0.6339	4.304
Gata2	BC051227	0.2396	1.736
Klf4	BC052040	0.2443	1.755
Sox2	BC052040	0.2406	1.74
Tcf3	BC052040	-0.1887	0.6475
Ascl1	BC052055	0.5421	3.484
Ascl2	BC052055	0.3938	2.476
Cdx2	BC052055	0.5375	3.447
Dmrt1	BC052055	0.8269	6.712
Elf1	BC052055	0.4705	2.954
Gadd45a	BC052055	-0.3553	0.4412
Gbx2	BC052055	-0.3352	0.4621
Klf4	BC052055	0.6092	4.066
Mycn	BC052055	-0.4004	0.3977
Nrip1	BC052055	0.4754	2.988
Sox2	BC052055	0.2724	1.872
Sox9	BC052055	0.3032	2.01
Tcea3	BC052055	-0.5206	0.3015
Tcf3	BC052055	0.405	2.54
Cdx2	BC052328	0.2428	1.749
Dlx3	BC052328	1.0032	10.073
Dmrt1	BC052328	0.7469	5.583
Elf1	BC052328	-0.1953	0.6378
Eomes	BC052328	0.1913	1.553
Foxa1	BC052328	-0.2309	0.5876
Gadd45a	BC052328	-0.1806	0.6597
Gata2	BC052328	0.5939	3.925
Gata3	BC052328	0.3494	2.235
Sox9	BC052328	0.2213	1.664
Tbx5	BC052328	-0.1894	0.6465
Tcf3	BC052328	0.2825	1.916
Foxc1	BC052484	0.4926	3.108
Ash2l	BC052486	0.2239	1.674
Ascl1	BC052688	-0.2061	0.6221
Ascl2	BC052688	-0.1816	0.6582
Dmrt1	BC052688	-0.6561	0.2207
Eomes	BC052688	-0.5963	0.2533
Esx1	BC052688	-0.4734	0.3362
Ets1	BC052688	-0.1862	0.6513
Foxc1	BC052688	-0.2355	0.5814
Foxg1	BC052688	-0.5332	0.2929
Foxp3	BC052688	-0.2607	0.5486
Gadd45a	BC052688	0.2507	1.781
Jun	BC052688	-0.2108	0.6154
Myc	BC052688	-0.3396	0.4575
Nkx2-5	BC052688	-0.2104	0.616
Nr2f2	BC052688	-0.1901	0.6455
Nrip1	BC052688	-0.3152	0.4839
Sfpi1	BC052688	-0.1814	0.6585
Sox11	BC052688	-0.3916	0.4058
Sox2	BC052688	-0.4317	0.37
Sox9	BC052688	-0.5944	0.2544
T	BC052688	-0.242	0.5727
Tcf3	BC052688	-0.7018	0.1987
Tcfap2c	BC052688	0.2311	1.702
Tcl1	BC052688	-0.2375	0.5787
Cdx2	BC053393	0.9019	7.978
Eomes	BC053393	1.437	27.352
Gata2	BC053393	0.6782	4.766
Gata3	BC053393	0.4008	2.516
T	BC053393	1.4701	29.518
Ascl2	BC053440	-0.2223	0.5993
Cdx2	BC053440	-0.5641	0.2728
Dmrt1	BC053440	-0.559	0.276
Esx1	BC053440	-0.4365	0.366
Foxa1	BC053440	-0.2155	0.6088
Foxl2	BC053440	-0.338	0.4591
Gata2	BC053440	-0.2713	0.5354
Gata3	BC053440	-0.2345	0.5827
Gbx2	BC053440	-0.31	0.4897
Nkx2-5	BC053440	-0.3799	0.4169
Nr5a2	BC053440	-0.2005	0.6302
Sox9	BC053440	-0.3506	0.446
Tcf3	BC053440	-0.3425	0.4544
Sox9	BC055107	0.4101	2.57
Ascl1	BC055111	-0.3023	0.4985
Cdx2	BC055111	-0.3477	0.449
Dmrt1	BC055111	-0.2934	0.5088
Gata2	BC055111	-0.1973	0.6348
Jun	BC055111	-0.2582	0.5518
Sox11	BC055111	-0.2529	0.5585
Sox9	BC055111	-0.475	0.3349
Tcf3	BC055111	-0.2162	0.6078
Esx1	BC055324	-0.1839	0.6547
Gata2	BC055324	-0.206	0.6223
Nkx2-5	BC055324	-0.2012	0.6292
Sox9	BC055324	-0.202	0.628
Tcf3	BC055324	-0.2386	0.5772
Cdx2	BC056923	0.5001	3.163
Eomes	BC056923	0.2938	1.966
Gata2	BC056923	0.4132	2.589
Gata3	BC056923	0.2671	1.849
Gbx2	BC056923	-0.1843	0.6541
Hesx1	BC056923	-0.2306	0.588
Myc	BC056923	0.1854	1.532
Nrip1	BC056923	0.2081	1.614
Pou5f1	BC056923	0.2705	1.864
Tcf3	BC056923	0.1871	1.538
Zscan4c	BC056923	0.2067	1.609
Ascl1	BC057022	0.2308	1.701
Ascl2	BC057022	0.4716	2.962
Bcl6	BC057022	0.207	1.61
Eomes	BC057022	0.5899	3.889
Esx1	BC057022	0.1791	1.51
Foxa1	BC057022	-0.2852	0.5185
Foxp3	BC057022	0.2182	1.652
Lhx2	BC057022	-0.2807	0.5239
Mybl2	BC057022	-0.1776	0.6643
Nkx2-5	BC057022	0.3047	2.016
Otx1	BC057022	0.1974	1.575
Sfpi1	BC057022	0.3061	2.023
Tbx5	BC057022	0.3776	2.385
Tcfap2c	BC057022	0.5185	3.299
Zscan4c	BC057022	0.2185	1.653
Dmrt1	BC057079	-0.2162	0.6078
Esx1	BC057079	-0.1777	0.6642
Sox11	BC057079	-0.2478	0.5651
Tcf3	BC057079	-0.2003	0.6305
Ascl1	BC057170	0.2321	1.706
Bcl6	BC057170	-0.2294	0.5896
Cdx2	BC057170	-0.4306	0.371
Dlx3	BC057170	-0.3146	0.4846
Eomes	BC057170	-0.8292	0.1481
Esx1	BC057170	-0.3317	0.4659
Foxa1	BC057170	-0.3063	0.4939
Foxg1	BC057170	-0.4605	0.3463
Foxl2	BC057170	-0.3186	0.4801
Gata2	BC057170	-0.2871	0.5162
Gata3	BC057170	-0.2103	0.6161
Irf2	BC057170	0.3528	2.253
Jun	BC057170	-0.1997	0.6313
Myc	BC057170	-0.4622	0.3449
Nanog	BC057170	-0.2249	0.5957
Nkx2-5	BC057170	-0.3359	0.4614
Otx1	BC057170	0.1822	1.521
Otx2	BC057170	0.1834	1.525
Sall4	BC057170	-0.2266	0.5934
Sfpi1	BC057170	0.2208	1.662
Sfrs6	BC057170	0.2037	1.598
Sox11	BC057170	0.2393	1.735
Sox2	BC057170	-0.282	0.5223
Sox9	BC057170	-0.6023	0.2498
Tcf3	BC057170	-0.3466	0.4501
Zscan4c	BC057170	-0.2967	0.505
Cdx2	BC057371	0.6994	5.004
Dmrt1	BC057371	0.3442	2.209
Foxa1	BC057371	0.3894	2.451
Foxc1	BC057371	0.4137	2.592
Foxg1	BC057371	0.6922	4.922
Foxl2	BC057371	0.3873	2.439
Foxp3	BC057371	0.3647	2.315
Gbx2	BC057371	-0.2638	0.5447
Hesx1	BC057371	-0.243	0.5714
Nkx2-5	BC057371	0.2011	1.588
Nr2f1	BC057371	-0.22	0.6025
Esx1	BC057893	0.1929	1.559
Tcf3	BC057893	0.2194	1.657
Cdx2	BC058420	-0.1938	0.64
Dmrt1	BC058420	-0.2148	0.6098
Esx1	BC058420	-0.1814	0.6585
Nrip1	BC058420	-0.19	0.6456
Sox2	BC059842	0.2121	1.629
Elf5	BC060267	0.2375	1.727
Esx1	BC060267	0.1963	1.571
Gbx2	BC060267	0.1837	1.526
Tcf3	BC060267	-0.414	0.3854
Ascl1	BC060632	0.2999	1.994
Gata2	BC060632	0.2991	1.991
Gbx2	BC060632	-0.2902	0.5126
Hesx1	BC060632	-0.236	0.5807
Irf2	BC060632	0.2227	1.669
Klf4	BC060632	-0.2657	0.5423
Klf9	BC060632	-0.2139	0.611
Nrip1	BC060632	0.2826	1.916
Sox9	BC060632	0.5784	3.787
Tcf3	BC060632	0.2366	1.724
Tcf4	BC060632	0.4042	2.536
Zic1	BC060632	0.2186	1.654
Zscan4c	BC060632	-0.3935	0.4041
Cdyl2	BC061212	-0.9919	0.1018
Dlx3	BC061212	0.2561	1.803
Dmrt1	BC061212	-0.6117	0.2445
Eomes	BC061212	-0.6157	0.2422
Foxc1	BC061212	0.2427	1.748
Foxl2	BC061212	-0.4302	0.3713
Gadd45a	BC061212	0.2553	1.8
Gata3	BC061212	0.2245	1.676
Irf2	BC061212	-0.2244	0.5964
Jun	BC061212	-0.3309	0.4667
Klf4	BC061212	0.398	2.5
Klf9	BC061212	0.21	1.621
Nr2f1	BC061212	-0.2473	0.5658
Nr2f2	BC061212	0.5932	3.919
Nsbp1	BC061212	-0.1882	0.6483
Otx1	BC061212	0.3336	2.155
Sfpi1	BC061212	0.3285	2.13
Smad7	BC061212	-0.2592	0.5505
Sox2	BC061212	-0.3801	0.4167
Tbx5	BC061212	-0.2489	0.5637
Tcf3	BC061212	-0.3604	0.4361
Tcl1	BC061212	-0.3796	0.4172
Zic1	BC061212	0.2896	1.948
Cdx2	BC061237	0.3844	2.423
Dlx3	BC061253	-0.2028	0.6269
Foxg1	BC061253	0.2218	1.666
Ascl1	BC062109	0.2648	1.839
Cdx2	BC062109	0.7193	5.239
Cdyl2	BC062109	-0.2159	0.6082
Dmrt1	BC062109	0.5549	3.588
Fosl2	BC062109	0.1943	1.564
Foxa1	BC062109	0.2421	1.746
Foxc1	BC062109	0.1988	1.58
Foxg1	BC062109	0.5086	3.225
Foxl2	BC062109	0.3624	2.303
Gata2	BC062109	0.1996	1.583
Gbx2	BC062109	-0.2553	0.5555
Hesx1	BC062109	-0.2563	0.5542
Hoxa9	BC062109	-0.2208	0.6014
Jun	BC062109	0.2698	1.861
Klf4	BC062109	0.6854	4.846
Myc	BC062109	-0.3082	0.4918
Myod1	BC062109	0.3209	2.093
Nr5a2	BC062109	-0.2095	0.6173
Nrip1	BC062109	0.2693	1.859
Pou5f1	BC062109	0.2426	1.748
Sox9	BC062109	0.3818	2.408
Tbx5	BC062109	-0.1929	0.6413
Tcf3	BC062109	0.5522	3.566
Nkx2-5	BC062115	-0.2003	0.6305
Tcf3	BC062115	-0.2128	0.6126
Atf3	BC062127	-0.2346	0.5826
Cdx2	BC062127	-0.4055	0.393
Dlx3	BC062127	-0.2149	0.6096
Dmrt1	BC062127	-0.2046	0.6243
Eomes	BC062127	-0.2453	0.5684
Esx1	BC062127	-0.193	0.6412
Foxl2	BC062127	-0.2968	0.5048
Gata2	BC062127	-0.4216	0.3787
Gata3	BC062127	-0.4026	0.3957
Nkx2-5	BC062127	-0.2609	0.5484
Sfpi1	BC062127	-0.2872	0.5161
Sox15	BC062127	-0.218	0.6053
Sox9	BC062127	-0.2849	0.5189
Tcf3	BC062127	-0.363	0.4335
Nr2f1	BC062650	0.6731	4.71
Nrip1	BC062650	0.5125	3.254
Smad7	BC062650	0.7678	5.858
Sox2	BC062650	0.7931	6.21
Ascl1	BC063263	-0.2364	0.5802
Cdx2	BC063263	-0.4737	0.3359
Dmrt1	BC063263	-0.5257	0.298
Eomes	BC063263	-0.2689	0.5383
Esx1	BC063263	-0.3769	0.4198
Foxc1	BC063263	-0.2176	0.6058
Foxl2	BC063263	-0.3207	0.4778
Gata2	BC063263	-0.4127	0.3866
Gata3	BC063263	-0.3532	0.4434
Jun	BC063263	-0.2666	0.5412
Myod1	BC063263	-0.2599	0.5496
Nkx2-5	BC063263	-0.3996	0.3984
Nrip1	BC063263	-0.2466	0.5667
Sox9	BC063263	-0.3685	0.428
T	BC063263	-0.2238	0.5973
Tcf3	BC063263	-0.4322	0.3696
Cdx2	BC063749	0.3576	2.278
Elf1	BC063749	0.4666	2.928
Esx1	BC063749	0.3429	2.202
Nr5a2	BC063749	0.3466	2.221
Sox9	BC063749	0.3097	2.04
Tcf3	BC063749	0.4748	2.984
Ascl2	BC065085	0.7793	6.015
Cdx2	BC065085	-0.8661	0.1361
Dlx3	BC065085	0.8684	7.385
Eomes	BC065085	0.3919	2.465
Fosl2	BC065085	0.2408	1.741
Foxg1	BC065085	-0.2052	0.6234
Foxl2	BC065085	-0.2091	0.6178
Gadd45a	BC065085	-0.4063	0.3923
Gata3	BC065085	-0.3646	0.4319
Jun	BC065085	0.4836	3.045
Klf4	BC065085	-0.9372	0.1155
Msc	BC065085	0.4318	2.702
Nkx2-5	BC065085	0.2014	1.59
Nr2f2	BC065085	-0.4618	0.3453
Nrip1	BC065085	-0.4562	0.3497
Otx2	BC065085	-0.4454	0.3585
Pou5f1	BC065085	-0.2943	0.5078
Rxra	BC065085	0.4875	3.072
Sfpi1	BC065085	-0.603	0.2494
Sox15	BC065085	0.2552	1.799
Sox2	BC065085	0.6964	4.97
Sox7	BC065085	0.6787	4.771
Sox9	BC065085	0.884	7.655
Tbx5	BC065085	0.4216	2.639
Tcf3	BC065085	0.4867	3.066
Tcfap2c	BC065085	0.5923	3.911
Tgif1	BC065085	-0.2099	0.6167
Zscan4c	BC065085	-0.2619	0.5471
Gata2	BC065397	-0.2066	0.6214
Gata3	BC065397	-0.2606	0.5487
Klf4	BC065397	-0.2346	0.5826
Klf4	BC065403	-0.357	0.4395
Cdx2	BC066028	0.2398	1.737
Elf1	BC066028	-0.186	0.6516
Gata2	BC066028	-0.189	0.6471
Hoxa9	BC066028	0.1901	1.549
Sox11	BC066028	-0.2474	0.5657
Sox9	BC066028	-0.238	0.578
Zscan4c	BC066028	-0.1961	0.6366
Foxa1	BC066107	-0.2116	0.6143
Foxc1	BC066107	-0.213	0.6123
Foxg1	BC066107	-0.2633	0.5453
Foxl2	BC066107	-0.2738	0.5323
Nr5a2	BC066107	0.1778	1.505
Nrip1	BC066107	-0.1904	0.645
Sox2	BC066107	-0.1866	0.6507
Tcf3	BC066107	-0.1766	0.6658
Atf3	BC066135	0.2277	1.689
Cdx2	BC066135	-0.9599	0.1096
Dlx3	BC066135	-0.9548	0.1109
Dmrt1	BC066135	-1.1848	0.0653
Elf1	BC066135	-0.2523	0.5593
Eomes	BC066135	-1.1299	0.0741
Esx1	BC066135	-0.5941	0.2546
Foxa1	BC066135	-0.2018	0.6283
Foxc1	BC066135	-0.6024	0.2498
Foxg1	BC066135	-0.4731	0.3364
Foxl2	BC066135	-0.7709	0.1694
Foxp3	BC066135	-0.5225	0.3002
Gata2	BC066135	-0.7118	0.1941
Gata3	BC066135	-0.6337	0.2324
Gbx2	BC066135	-0.4934	0.321
Hesx1	BC066135	-0.2398	0.5757
Klf4	BC066135	-1.1734	0.067
Lhx2	BC066135	-0.2084	0.6188
Mef2c	BC066135	-0.392	0.4055
Msc	BC066135	0.3253	2.114
Mybl2	BC066135	0.2591	1.815
Myod1	BC066135	-0.2726	0.5338
Nkx2-5	BC066135	-0.4556	0.3502
Nr2f1	BC066135	-0.3463	0.4505
Nr2f2	BC066135	-0.2765	0.529
Pou5f1	BC066135	0.2023	1.593
Rxra	BC066135	-0.4011	0.3971
Smad7	BC066135	-0.2812	0.5233
Sox2	BC066135	-0.8123	0.154
T	BC066135	-0.651	0.2233
Tbx5	BC066135	-0.2819	0.5225
Tcf3	BC066135	-0.6048	0.2484
Tcfap2c	BC066135	-0.215	0.6095
Tgif1	BC066135	0.2271	1.686
Zic1	BC066135	0.3057	2.021
Elf1	BC067068	0.301	1.999
Tcf3	BC067068	-0.2181	0.6052
Dmrt1	BC068157	0.3041	2.014
Foxg1	BC068157	0.2594	1.817
Gadd45a	BC068157	-0.1849	0.6532
Gata2	BC068157	-0.2863	0.5172
Gata3	BC068157	-0.2985	0.5029
Klf3	BC068157	-0.1777	0.6642
Klf4	BC068157	0.6583	4.553
Klf9	BC068157	-0.1904	0.645
Myc	BC068157	-0.1768	0.6655
Myod1	BC068157	-0.3991	0.3989
Nkx2-5	BC068157	0.4367	2.733
Nr2f2	BC068157	-0.1814	0.6585
Nr5a2	BC068157	0.3629	2.306
Nrip1	BC068157	0.1987	1.58
Otx2	BC068157	0.2304	1.699
Sox11	BC068157	0.3619	2.3
Sox2	BC068157	0.1797	1.512
Tbx5	BC068157	-0.2128	0.6126
Tcf3	BC068157	0.2342	1.714
Zscan4c	BC068157	-0.3368	0.4604
Cdx2	BC068281	-0.1821	0.6575
Elf1	BC068281	-0.196	0.6367
Gata2	BC068281	-0.1926	0.6418
Gata3	BC068281	-0.2029	0.6267
Msc	BC068281	-0.1762	0.6664
Sfpi1	BC068281	-0.2035	0.6258
Tcf3	BC068281	-0.1793	0.6617
Zscan4c	BC068281	-0.363	0.4335
Arnt2	BC072620	0.1839	1.527
Ascl1	BC072620	-0.2923	0.5101
Ascl2	BC072620	-0.2145	0.6102
Cdx2	BC072620	-0.292	0.5105
Elf1	BC072620	-0.3027	0.498
Esx1	BC072620	-0.4122	0.387
Gata2	BC072620	-0.1959	0.6369
Jun	BC072620	-0.3136	0.4857
Myc	BC072620	0.441	2.76
Myod1	BC072620	-0.1969	0.6354
Nkx2-5	BC072620	-0.3407	0.4563
Sfpi1	BC072620	-0.1987	0.6328
Cdyl2	BC080695	-0.757	0.1749
Dmrt1	BC080695	-0.4573	0.3488
Elf1	BC080695	0.2926	1.961
Eomes	BC080695	-0.5344	0.2921
Foxa1	BC080695	0.1981	1.577
Foxc1	BC080695	0.2324	1.707
Foxg1	BC080695	-0.1957	0.6372
Foxl2	BC080695	-0.1832	0.6558
Gata2	BC080695	0.4519	2.83
Gata3	BC080695	0.4849	3.054
Jun	BC080695	-0.1985	0.6331
Klf4	BC080695	0.2565	1.805
Myc	BC080695	-0.2325	0.5854
Nkx2-5	BC080695	-0.2283	0.5911
Nr2f1	BC080695	-0.1955	0.6375
Nr2f2	BC080695	0.4494	2.814
Smad7	BC080695	-0.2641	0.5443
Sox2	BC080695	-0.413	0.3863
Sox9	BC080695	-0.1864	0.651
Tcl1	BC080695	-0.2513	0.5606
Tgif1	BC080695	-0.1977	0.6343
Zic1	BC080695	0.2117	1.628
Cdx2	BC085271	-0.1902	0.6453
Dmrt1	BC085271	-0.3883	0.4089
Esx1	BC085271	-0.1834	0.6555
Klf4	BC085271	-0.214	0.6109
Nr5a2	BC085271	0.1762	1.5
Sox9	BC085271	-0.2399	0.5755
Tcf3	BC085271	-0.2014	0.6289
Cdx2	BC088983	-0.1975	0.6345
Foxl2	BC088983	-0.1866	0.6507
Gata2	BC088983	-0.1935	0.6404
Tcf3	BC088983	-0.2394	0.5762
Ascl1	BC089491	0.4504	2.82
Ascl2	BC089491	0.244	1.753
Eomes	BC089491	0.3064	2.024
Esx1	BC089491	0.3564	2.271
Foxl2	BC089491	0.2686	1.856
Klf4	BC089491	-0.4502	0.3546
Nkx2-5	BC089491	0.5335	3.415
Nr2f1	BC089491	0.2493	1.775
Nr5a2	BC089491	0.2173	1.649
Nrip1	BC089491	0.3224	2.1
Pou5f1	BC089491	0.2045	1.601
Sfpi1	BC089491	0.2419	1.745
Smad7	BC089491	0.2599	1.819
Tcf4	BC089491	0.1792	1.51
Zscan4c	BC089491	-0.2542	0.5569
Atf3	BC099439	-0.258	0.552
Bcl6	BC099439	-0.5873	0.2586
Dmrt1	BC099439	0.5031	3.184
Elf1	BC099439	-0.2053	0.6233
Elf5	BC099439	-0.2878	0.5154
Eomes	BC099439	-0.3778	0.4189
Esx1	BC099439	-0.2245	0.5963
Etv3	BC099439	0.2527	1.789
Fosl2	BC099439	-0.2756	0.5301
Foxg1	BC099439	-0.4334	0.3686
Foxl2	BC099439	0.3659	2.322
Gata2	BC099439	0.7099	5.127
Gata3	BC099439	0.7728	5.926
Gbx2	BC099439	0.77	5.888
Hesx1	BC099439	0.2622	1.828
Hnf4a	BC099439	-0.4813	0.3301
Hsf2bp	BC099439	0.2588	1.814
Irf2	BC099439	0.8623	7.282
Jun	BC099439	-0.5084	0.3101
Klf9	BC099439	0.1827	1.523
Msc	BC099439	-0.1918	0.6429
Myc	BC099439	-0.3537	0.4428
Nanog	BC099439	0.1842	1.528
Nkx2-5	BC099439	0.2559	1.802
Nr0b1	BC099439	-0.2176	0.6058
Nr2f2	BC099439	-0.217	0.6067
Nrip1	BC099439	-0.7365	0.1834
Otx1	BC099439	0.3368	2.171
Otx2	BC099439	0.4031	2.529
Pou5f1	BC099439	0.2304	1.699
Rhox6	BC099439	-0.2145	0.6102
Sall4	BC099439	-0.371	0.4255
Sox2	BC099439	-0.6998	0.1996
Sox9	BC099439	-0.3391	0.458
T	BC099439	0.552	3.564
Tbx5	BC099439	-0.3814	0.4155
Tcf3	BC099439	-0.3422	0.4547
Tcf4	BC099439	0.4464	2.795
Tcfcp2l1	BC099439	0.1941	1.563
Zic1	BC099439	-0.2501	0.5622
Zscan4c	BC099439	0.4416	2.764
Nkx2-5	BC107230	0.4976	3.144
Ascl1	Bcam	-0.2168	0.607
Ascl2	Bcam	-0.3067	0.4935
Cdx2	Bcam	-0.5402	0.2882
Eomes	Bcam	-0.2971	0.5045
Gata2	Bcam	-0.2275	0.5922
Myc	Bcam	-0.1877	0.649
Nr2f2	Bcam	-0.2038	0.6254
Sox2	Bcam	-0.195	0.6382
T	Bcam	-0.1946	0.6388
Ascl1	Bcan	0.191	1.552
Atf3	Bcan	-0.183	0.6561
Cdx2	Bcan	-0.2429	0.5716
Dmrt1	Bcan	0.5091	3.229
Elf5	Bcan	-0.2353	0.5817
Eomes	Bcan	-0.1778	0.664
Esx1	Bcan	0.3237	2.107
Fosl2	Bcan	-0.2834	0.5207
Foxa1	Bcan	0.1986	1.579
Jun	Bcan	-0.229	0.5902
Klf4	Bcan	0.3876	2.441
Otx2	Bcan	0.2742	1.88
Sox9	Bcan	0.9394	8.697
T	Bcan	-0.1956	0.6373
Tbx5	Bcan	-0.2041	0.625
Tcf3	Bcan	0.3104	2.043
Cdx2	Bcap29	-0.2936	0.5086
Foxa1	Bcap29	-0.1861	0.6514
Foxc1	Bcap29	-0.2419	0.5729
Foxl2	Bcap29	-0.3461	0.4507
Myc	Bcap29	0.1769	1.502
Nkx2-5	Bcap29	-0.1904	0.645
Sfpi1	Bcap29	-0.2836	0.5204
Tcf3	Bcap29	-0.2152	0.6092
Esx1	Bcar1	0.2798	1.904
Gata3	Bcar1	-0.196	0.6367
Klf4	Bcar1	-0.2933	0.5089
Myc	Bcar1	-0.1785	0.6629
Nrip1	Bcar1	0.3076	2.03
Tcf3	Bcar1	0.3505	2.241
Cdx2	Bcar3	-0.431	0.3706
Eomes	Bcar3	-0.4271	0.374
Foxl2	Bcar3	-0.5154	0.3052
Jun	Bcar3	0.243	1.749
Nkx2-5	Bcar3	-0.2282	0.5912
Nr2f1	Bcar3	-0.4054	0.3931
Nrip1	Bcar3	0.2579	1.81
Smad7	Bcar3	-0.366	0.4305
Sox2	Bcar3	-0.4109	0.3882
T	Bcar3	-0.2795	0.5254
Tbx5	Bcar3	-0.2655	0.5426
Nkx2-5	Bcas2	-0.2729	0.5334
Dmrt1	Bcas3	0.2102	1.622
Klf4	Bcas3	0.1813	1.518
Klf9	Bcas3	0.263	1.832
Sox2	Bcas3	0.2114	1.627
Sox9	Bcas3	0.2116	1.627
Tcfap2c	Bcas3	0.1852	1.531
Zscan4c	Bcas3	0.2252	1.679
Foxa1	Bcat1	0.1866	1.536
Foxg1	Bcat1	0.2083	1.615
Foxp3	Bcat1	0.1806	1.515
Gata2	Bcat1	-0.314	0.4852
Gbx2	Bcat1	0.2605	1.821
Jun	Bcat1	-0.5006	0.3157
Msc	Bcat1	0.2351	1.718
Myod1	Bcat1	0.2152	1.641
Nrip1	Bcat1	-0.3373	0.4599
Pou5f1	Bcat1	-0.205	0.6237
Sfpi1	Bcat1	0.2444	1.755
Tcf3	Bcat1	-0.2889	0.5141
Tcfap2c	Bcat1	0.193	1.559
Esx1	Bcat2	-0.2278	0.5918
Foxg1	Bcat2	0.1866	1.536
Foxl2	Bcat2	-0.1845	0.6538
Gata2	Bcat2	-0.3643	0.4322
Gata3	Bcat2	-0.25	0.5623
Jun	Bcat2	-0.3258	0.4722
Klf4	Bcat2	-0.2382	0.5778
Nkx2-5	Bcat2	-0.1888	0.6474
Tcf3	Bcat2	-0.3938	0.4038
Zscan4c	Bcat2	-0.1793	0.6617
Bcl6	Bche	0.2839	1.922
Cdyl2	Bche	-0.1764	0.6661
Dlx3	Bche	-0.4744	0.3354
Dmrt1	Bche	-0.2389	0.5768
Eomes	Bche	-0.2127	0.6127
Ets1	Bche	-0.2315	0.5868
Foxa1	Bche	-0.1908	0.6444
Foxl2	Bche	-0.2974	0.5041
Gata2	Bche	-0.2344	0.5829
Jun	Bche	-0.1869	0.6502
Klf4	Bche	0.3177	2.078
Sfpi1	Bche	-0.2655	0.5426
Sox9	Bche	-0.3135	0.4858
Cdx2	Bckdha	-0.2383	0.5776
Gata2	Bckdha	-0.2052	0.6234
Jun	Bckdha	-0.1786	0.6628
Cdx2	Bckdhb	-0.2126	0.6129
Tcf3	Bckdhb	-0.2209	0.6013
Foxl2	Bcl10	0.187	1.538
Tcf3	Bcl10	0.2156	1.642
Ascl1	Bcl11a	-0.5068	0.3113
Ascl2	Bcl11a	-1.1045	0.0786
Ash2l	Bcl11a	0.2025	1.594
Cbx8	Bcl11a	-0.4639	0.3436
Cdx2	Bcl11a	-0.9415	0.1144
Ctbp2	Bcl11a	-0.2539	0.5573
Dlx3	Bcl11a	-0.998	0.1004
Dmrt1	Bcl11a	-0.8293	0.1481
Elf1	Bcl11a	-0.5528	0.28
Eomes	Bcl11a	-0.5916	0.256
Esx1	Bcl11a	-0.8228	0.1503
Fosl2	Bcl11a	-0.2798	0.525
Foxa1	Bcl11a	-0.4487	0.3558
Foxc1	Bcl11a	-0.7603	0.1736
Foxl2	Bcl11a	-0.2319	0.5862
Foxp3	Bcl11a	-0.5627	0.2737
Gadd45a	Bcl11a	-0.1892	0.6468
Gata2	Bcl11a	-0.9176	0.1208
Gata3	Bcl11a	-0.5889	0.2576
Gbx2	Bcl11a	-0.73	0.1862
Grhl2	Bcl11a	-0.2157	0.6085
Hnf4a	Bcl11a	-0.3816	0.4153
Hoxa2	Bcl11a	-0.213	0.6123
Hoxa9	Bcl11a	-0.4388	0.364
Inppl1	Bcl11a	0.1979	1.577
Irf2	Bcl11a	0.3037	2.012
Jun	Bcl11a	-0.3969	0.4009
Klf4	Bcl11a	-0.5849	0.26
Lhx2	Bcl11a	-0.4089	0.39
